time,open,high,low,close,tick_volume,spread,real_volume
2025-12-05 04:00:00,4209.544,4217.396,4207.863,4216.749,8774,160,0
2025-12-05 05:00:00,4216.707,4221.411,4214.312,4220.533,11047,160,0
2025-12-05 06:00:00,4220.436,4229.339,4218.605,4224.483,14881,160,0
2025-12-05 07:00:00,4224.509,4230.701,4222.516,4224.363,9644,160,0
2025-12-05 08:00:00,4224.409,4227.138,4220.53,4220.564,9919,160,0
2025-12-05 09:00:00,4220.598,4225.02,4215.909,4223.315,9749,160,0
2025-12-05 10:00:00,4223.307,4227.553,4222.51,4222.918,6612,160,0
2025-12-05 11:00:00,4222.88,4225.647,4220.002,4223.693,6963,160,0
2025-12-05 12:00:00,4223.744,4229.697,4222.831,4228.696,10072,160,0
2025-12-05 13:00:00,4228.675,4239.058,4221.524,4234.61,22073,160,0
2025-12-05 14:00:00,4234.518,4245.686,4228.277,4242.047,25018,160,0
2025-12-05 15:00:00,4242.203,4259.24,4234.149,4243.48,29947,160,0
2025-12-05 16:00:00,4243.536,4245.707,4198.651,4214.239,54744,160,0
2025-12-05 17:00:00,4214.196,4219.945,4206.266,4217.463,21372,160,0
2025-12-05 18:00:00,4217.434,4219.244,4206.714,4208.833,16737,160,0
2025-12-05 19:00:00,4208.869,4210.843,4202.314,4207.649,12777,160,0
2025-12-05 20:00:00,4207.69,4207.844,4199.289,4202.237,23967,160,0
2025-12-05 21:00:00,4202.279,4202.596,4191.863,4198.522,13364,160,0
2025-12-07 23:00:00,4202.426,4208.458,4189.804,4201.389,2189,160,0
2025-12-08 00:00:00,4201.433,4211.65,4199.461,4210.843,9085,160,0
2025-12-08 01:00:00,4210.955,4211.902,4197.576,4201.123,20007,160,0
2025-12-08 02:00:00,4201.082,4212.43,4198.448,4208.514,13143,160,0
2025-12-08 03:00:00,4208.411,4213.415,4206.73,4210.017,8613,160,0
2025-12-08 04:00:00,4210.051,4213.233,4206.954,4208.501,5516,160,0
2025-12-08 05:00:00,4208.58,4217.229,4204.603,4217.009,9131,160,0
2025-12-08 06:00:00,4217.045,4218.963,4212.246,4217.001,9759,160,0
2025-12-08 07:00:00,4217.044,4217.372,4206.297,4206.864,9961,160,0
2025-12-08 08:00:00,4206.863,4216.531,4203.166,4209.883,11347,160,0
2025-12-08 09:00:00,4209.772,4212.766,4204.09,4207.989,9564,160,0
2025-12-08 10:00:00,4207.958,4210.34,4200.935,4203.561,8579,160,0
2025-12-08 11:00:00,4203.515,4214.039,4199.622,4208.383,8568,160,0
2025-12-08 12:00:00,4208.438,4215.564,4208.378,4213.723,8146,160,0
2025-12-08 13:00:00,4213.81,4214.768,4197.623,4201.607,19644,160,0
2025-12-08 14:00:00,4201.639,4211.588,4195.474,4196.711,24222,160,0
2025-12-08 15:00:00,4196.74,4196.915,4176.137,4182.933,28872,160,0
2025-12-08 16:00:00,4182.891,4197.891,4177.118,4191.592,16914,160,0
2025-12-08 17:00:00,4191.629,4195.59,4185.565,4194.81,10751,160,0
2025-12-08 18:00:00,4194.849,4195.712,4184.508,4187.327,10331,160,0
2025-12-08 19:00:00,4187.287,4188.84,4184.122,4187.057,8486,160,0
2025-12-08 20:00:00,4187.017,4195.497,4184.898,4191.504,7968,160,0
2025-12-08 21:00:00,4191.537,4193.206,4188.263,4190.613,3630,160,0
2025-12-08 23:00:00,4190.08,4195.41,4190.08,4194.735,4513,160,0
2025-12-09 00:00:00,4194.74,4195.696,4189.875,4190.444,6041,160,0
2025-12-09 01:00:00,4190.482,4197.341,4188.772,4196.101,12406,160,0
2025-12-09 02:00:00,4196.063,4197.123,4186.012,4189.827,11144,160,0
2025-12-09 03:00:00,4189.869,4198.844,4189.869,4194.538,8878,160,0
2025-12-09 04:00:00,4194.523,4195.686,4184.386,4186.966,7526,160,0
2025-12-09 05:00:00,4186.966,4187.29,4178.114,4179.793,11700,160,0
2025-12-09 06:00:00,4179.764,4184.021,4170.097,4182.013,15153,160,0
2025-12-09 07:00:00,4182.069,4185.866,4175.797,4182.368,12591,160,0
